topic_id,word,weight,in_dictionary,in_cold_war_vocab,in_known_entities,is_abbreviation,is_spanish_stopword,doc_frequency,high_doc_frequency,too_short,non_alpha,flagged_as_noise
3,letter,0.004385,True,False,False,False,False,1842,True,False,False,False
3,dated,0.00407,False,False,False,False,False,1762,True,False,False,False
3,board,0.00376,True,False,False,False,False,1117,True,False,False,False
3,counsel,0.003579,True,False,False,False,False,895,True,False,False,False
3,response,0.003495,True,False,False,False,False,1117,True,False,False,False
3,internal,0.003335,True,False,False,False,False,1452,True,False,False,False
3,federal,0.003136,True,False,False,False,False,1382,True,False,False,False
3,former,0.003132,True,False,False,False,False,1657,True,False,False,False
4,de,0.056594,True,False,False,False,True,1733,True,True,False,False
4,la,0.03375,True,False,False,False,True,1435,True,True,False,False
4,en,0.019828,True,False,False,False,True,1044,True,True,False,False
4,el,0.017614,True,False,False,False,True,816,True,True,False,False
4,los,0.01001,False,False,False,False,True,812,True,False,False,False
4,del,0.008546,True,False,False,False,True,567,True,False,False,False
4,se,0.007864,True,False,False,False,True,1077,True,True,False,False
4,por,0.007472,False,False,False,False,True,570,True,False,False,False
4,con,0.007322,True,False,False,False,True,876,True,False,False,False
4,un,0.006564,True,False,False,False,True,902,True,True,False,False
4,para,0.005976,True,False,False,False,True,719,True,False,False,False
4,al,0.005803,True,False,False,False,True,1016,True,True,False,False
4,le,0.005416,False,False,False,False,True,919,True,True,False,False
4,e,0.004837,True,False,False,False,True,726,True,True,False,False
4,mexico,0.004519,False,True,False,False,False,1092,True,False,False,False
4,su,0.004421,False,False,False,False,True,343,True,True,False,False
4,una,0.004334,True,False,False,False,True,257,True,False,False,False
4,lo,0.004188,True,False,False,False,True,406,True,True,False,False
4,cuba,0.003361,True,True,False,False,False,1438,True,False,False,False
4,city,0.003006,True,False,False,False,False,1974,True,False,False,False
5,know,0.007776,True,False,False,False,False,1760,True,False,False,False
5,think,0.006514,True,False,False,False,False,1023,True,False,False,False
5,assassination,0.005403,True,False,False,False,False,1541,True,False,False,False
5,say,0.005369,True,False,False,False,False,1291,True,False,False,False
5,washington,0.005072,True,False,False,False,False,2001,True,False,False,False
5,people,0.005055,True,False,False,False,False,1598,True,False,False,False
5,president,0.004912,True,False,False,False,False,1807,True,False,False,False
5,thing,0.004906,True,False,False,False,False,1240,True,False,False,False
5,cuban,0.004209,True,False,False,False,False,1370,True,False,False,False
5,get,0.004199,True,False,False,False,False,1502,True,False,False,False
5,phone,0.004053,True,False,False,False,False,1086,True,False,False,False
5,go,0.003867,True,False,False,False,False,1533,True,True,False,False
5,kennedy,0.003663,False,False,True,False,False,1340,True,False,False,False
5,street,0.00366,True,False,False,False,False,1280,True,False,False,False
5,going,0.003637,True,False,False,False,False,1245,True,False,False,False
5,like,0.003445,True,False,False,False,False,1434,True,False,False,False
5,told,0.003431,True,False,False,False,False,1545,True,False,False,False
5,yes,0.003423,True,False,False,False,False,1049,True,False,False,False
5,paul,0.003393,True,False,False,False,False,842,True,False,False,False
5,castro,0.00328,False,True,True,False,False,864,True,False,False,False
6,info,0.010399,False,False,False,False,False,1415,True,False,False,False
6,ref,0.007853,True,False,False,False,False,1142,True,False,False,False
6,cuban,0.007583,True,False,False,False,False,1370,True,False,False,False
6,miami,0.006485,True,False,False,False,False,841,True,False,False,False
6,de,0.006391,True,False,False,False,True,1733,True,True,False,False
6,cite,0.005953,True,False,False,False,False,979,True,False,False,False
6,message,0.005904,True,False,False,False,False,1316,True,False,False,False
6,reproduction,0.005409,True,False,False,False,False,728,True,False,False,False
6,total,0.005173,True,False,False,False,False,1326,True,False,False,False
6,prohibited,0.004575,False,False,False,False,False,818,True,False,False,False
6,cuba,0.004535,True,True,False,False,False,1438,True,False,False,False
6,unit,0.004362,True,False,False,False,False,1576,True,False,False,False
6,caracas,0.00434,False,False,True,False,False,299,True,False,False,False
6,rid,0.004071,True,False,False,False,False,532,True,False,False,False
6,per,0.003683,True,False,False,False,False,1705,True,False,False,False
6,advance,0.00355,True,False,False,False,False,954,True,False,False,False
6,issuing,0.003294,True,False,False,False,False,642,True,False,False,False
6,c,0.003012,True,False,False,False,False,767,True,True,False,False
6,city,0.002984,True,False,False,False,False,1974,True,False,False,False
6,index,0.002958,True,False,False,False,False,1046,True,False,False,False
7,performance,0.024528,True,False,False,False,False,609,True,False,False,False
7,rating,0.02166,True,False,False,False,False,340,True,False,False,False
7,employee,0.016722,True,False,False,False,False,1779,True,False,False,False
7,duty,0.016581,True,False,False,False,False,1330,True,False,False,False
7,specific,0.012173,True,False,False,False,False,1633,True,False,False,False
7,letter,0.008696,True,False,False,False,False,1842,True,False,False,False
7,supervisor,0.008045,True,False,False,False,False,734,True,False,False,False
7,current,0.007542,True,False,False,False,False,1832,True,False,False,False
7,period,0.007273,True,False,False,False,False,1841,True,False,False,False
7,responsibility,0.005807,True,False,False,False,False,1317,True,False,False,False
7,training,0.0057,True,False,False,False,False,1333,True,False,False,False
7,manner,0.005096,True,False,False,False,False,1208,True,False,False,False
7,reviewing,0.005062,False,False,False,False,False,566,True,False,False,False
7,job,0.005008,True,False,False,False,False,1215,True,False,False,False
7,assignment,0.004739,True,False,False,False,False,1147,True,False,False,False
7,overall,0.004553,True,False,False,False,False,551,True,False,False,False
7,evaluation,0.004451,True,False,False,False,False,838,True,False,False,False
7,personnel,0.004419,True,False,False,False,False,1967,True,False,False,False
7,requirement,0.004026,True,False,False,False,False,1088,True,False,False,False
7,level,0.003972,True,False,False,False,False,1245,True,False,False,False
8,informant,0.022461,True,False,False,False,False,761,True,False,False,False
8,bureau,0.020671,True,False,False,False,False,1321,True,False,False,False
8,investigation,0.009748,True,False,False,False,False,1796,True,False,False,False
8,index,0.009633,True,False,False,False,False,1046,True,False,False,False
8,organization,0.007563,True,False,False,False,False,1943,True,False,False,False
8,field,0.006448,True,False,False,False,False,1903,True,False,False,False
8,card,0.006276,True,False,False,False,False,861,True,False,False,False
8,letter,0.005817,True,False,False,False,False,1842,True,False,False,False
8,statement,0.004241,True,False,False,False,False,1671,True,False,False,False
8,data,0.00412,True,False,False,False,False,1536,True,False,False,False
8,potential,0.004067,True,False,False,False,False,946,True,False,False,False
8,communist,0.003979,True,True,False,False,False,1469,True,False,False,False
8,sac,0.003959,True,False,False,False,False,586,True,False,False,False
8,subversive,0.00391,True,False,False,False,False,568,True,False,False,False
8,authority,0.003707,True,False,False,False,False,1626,True,False,False,False
8,program,0.003553,True,False,False,False,False,1577,True,False,False,False
8,party,0.003535,True,True,False,False,False,1541,True,False,False,False
8,set,0.003503,True,False,False,False,False,1714,True,False,False,False
8,furnished,0.00349,True,False,False,False,False,1190,True,False,False,False
8,confidential,0.00334,True,False,False,False,False,1035,True,False,False,False
9,line,0.013574,True,False,False,False,False,1427,True,False,False,False
9,meeting,0.00573,True,False,False,False,False,1831,True,False,False,False
9,president,0.005488,True,False,False,False,False,1807,True,False,False,False
9,assassination,0.005107,True,False,False,False,False,1541,True,False,False,False
9,enter,0.004815,True,False,False,False,False,702,True,False,False,False
9,board,0.004275,True,False,False,False,False,1117,True,False,False,False
9,tax,0.003819,True,False,False,False,False,564,True,False,False,False
9,mccone,0.003558,False,False,True,False,False,161,True,False,False,False
9,total,0.003536,True,False,False,False,False,1326,True,False,False,False
9,schedule,0.003414,True,False,False,False,False,622,True,False,False,False
9,pp,0.003092,False,False,True,False,False,285,True,True,False,False
9,loss,0.00298,True,False,False,False,False,446,True,False,False,False
9,instruction,0.002816,True,False,False,False,False,1545,True,False,False,False
9,bissell,0.002735,False,False,True,False,False,112,True,False,False,False
9,income,0.002627,True,False,False,False,False,457,True,False,False,False
9,info,0.002497,False,False,False,False,False,1415,True,False,False,False
9,amount,0.002491,True,False,False,False,False,1058,True,False,False,False
9,plan,0.002488,True,False,False,False,False,1971,True,False,False,False
9,dci,0.002447,False,False,False,False,False,526,True,False,False,False
9,lumumba,0.002347,False,False,False,False,False,57,False,False,False,True
10,committee,0.019058,True,False,False,False,False,1720,True,False,False,False
10,fbi,0.011835,False,True,True,False,False,1571,True,False,False,False
10,investigation,0.007255,True,False,False,False,False,1796,True,False,False,False
10,select,0.006964,True,False,False,False,False,958,True,False,False,False
10,house,0.006003,True,False,False,False,False,1704,True,False,False,False
10,material,0.004759,True,False,False,False,False,1883,True,False,False,False
10,attorney,0.004577,True,False,False,False,False,1065,True,False,False,False
10,department,0.004404,True,False,False,False,False,1864,True,False,False,False
10,senate,0.004249,True,False,False,False,False,634,True,False,False,False
10,counsel,0.004219,True,False,False,False,False,895,True,False,False,False
10,ad,0.004191,True,False,True,False,False,843,True,True,False,False
10,dated,0.00419,False,False,False,False,False,1762,True,False,False,False
10,bureau,0.004151,True,False,False,False,False,1321,True,False,False,False
10,robert,0.003673,True,False,False,False,False,1372,True,False,False,False
10,representative,0.003488,True,False,False,False,False,1789,True,False,False,False
10,legal,0.003467,True,False,False,False,False,1274,True,False,False,False
10,dep,0.003459,False,False,False,False,False,403,True,False,False,False
10,letter,0.003342,True,False,False,False,False,1842,True,False,False,False
10,hsca,0.003078,False,False,True,False,False,308,True,False,False,False
10,federal,0.003064,True,False,False,False,False,1382,True,False,False,False
11,cuba,0.014212,True,True,False,False,False,1438,True,False,False,False
11,cuban,0.010431,True,False,False,False,False,1370,True,False,False,False
11,castro,0.005155,False,True,True,False,False,864,True,False,False,False
11,country,0.003819,True,False,False,False,False,1872,True,False,False,False
11,military,0.003718,True,False,False,False,False,1623,True,False,False,False
11,communist,0.003709,True,True,False,False,False,1469,True,False,False,False
11,support,0.003523,True,False,False,False,False,1723,True,False,False,False
11,mexico,0.003357,False,True,False,False,False,1092,True,False,False,False
11,president,0.003308,True,False,False,False,False,1807,True,False,False,False
11,city,0.003289,True,False,False,False,False,1974,True,False,False,False
11,latin,0.003208,True,False,False,False,False,810,True,False,False,False
11,soviet,0.003197,True,True,False,False,False,1282,True,False,False,False
11,political,0.00295,True,False,False,False,False,1578,True,False,False,False
11,u.s.,0.002943,False,False,True,True,False,1919,True,False,True,False
11,force,0.002768,True,False,False,False,False,1629,True,False,False,False
11,ray,0.002684,True,False,False,False,False,384,True,False,False,False
11,plan,0.002668,True,False,False,False,False,1971,True,False,False,False
11,american,0.002641,True,False,False,False,False,1876,True,False,False,False
11,training,0.00247,True,False,False,False,False,1333,True,False,False,False
11,national,0.002286,True,False,False,False,False,1928,True,False,False,False
12,committee,0.020607,True,False,False,False,False,1720,True,False,False,False
12,house,0.010628,True,False,False,False,False,1704,True,False,False,False
12,employee,0.009901,True,False,False,False,False,1779,True,False,False,False
12,salary,0.006264,True,False,False,False,False,872,True,False,False,False
12,representative,0.005022,True,False,False,False,False,1789,True,False,False,False
12,congress,0.004686,True,False,False,False,False,963,True,False,False,False
12,complete,0.004508,True,False,False,False,False,1505,True,False,False,False
12,people,0.00439,True,False,False,False,False,1598,True,False,False,False
12,appointment,0.004168,True,False,False,False,False,815,True,False,False,False
12,chairman,0.004118,True,False,False,False,False,1009,True,False,False,False
12,payroll,0.004114,True,False,False,False,False,600,True,False,False,False
12,washington,0.004016,True,False,False,False,False,2001,True,False,False,False
12,u.s.,0.003973,False,False,True,True,False,1919,True,False,True,False
12,authorizing,0.003703,False,False,False,False,False,312,True,False,False,False
12,adjustment,0.003701,True,False,False,False,False,358,True,False,False,False
12,effective,0.003476,True,False,False,False,False,1198,True,False,False,False
12,approved,0.003339,False,False,False,False,False,1478,True,False,False,False
12,administration,0.003305,True,False,False,False,False,919,True,False,False,False
12,item,0.003254,True,False,False,False,False,1805,True,False,False,False
12,country,0.003231,True,False,False,False,False,1872,True,False,False,False
13,nosenko,0.019793,False,False,True,False,False,112,True,False,False,False
13,soviet,0.012539,True,True,False,False,False,1282,True,False,False,False
13,kgb,0.011977,False,True,True,False,False,300,True,False,False,False
13,embassy,0.008196,True,True,False,False,False,1274,True,False,False,False
13,american,0.007164,True,False,False,False,False,1876,True,False,False,False
13,moscow,0.006134,True,False,False,False,False,515,True,False,False,False
13,department,0.005996,True,False,False,False,False,1864,True,False,False,False
13,oswald,0.005404,True,True,True,False,False,344,True,False,False,False
13,mexico,0.004747,False,True,False,False,False,1092,True,False,False,False
13,told,0.003679,True,False,False,False,False,1545,True,False,False,False
13,asked,0.003208,False,False,False,False,False,1626,True,False,False,False
13,city,0.002894,True,False,False,False,False,1974,True,False,False,False
13,know,0.002786,True,False,False,False,False,1760,True,False,False,False
13,ussr,0.002706,False,False,True,False,False,570,True,False,False,False
13,meeting,0.002639,True,False,False,False,False,1831,True,False,False,False
13,october,0.002604,True,False,False,False,False,1766,True,False,False,False
13,question,0.002513,True,False,False,False,False,1899,True,False,False,False
13,reported,0.002473,False,False,False,False,False,1666,True,False,False,False
13,second,0.002469,True,False,False,False,False,1343,True,False,False,False
13,wife,0.002467,True,False,False,False,False,1348,True,False,False,False
14,personnel,0.009253,True,False,False,False,False,1967,True,False,False,False
14,code,0.008967,True,False,False,False,False,1259,True,False,False,False
14,data,0.007474,True,False,False,False,False,1536,True,False,False,False
14,salary,0.006623,True,False,False,False,False,872,True,False,False,False
14,grade,0.00653,True,False,False,False,False,477,True,False,False,False
14,duty,0.005988,True,False,False,False,False,1330,True,False,False,False
14,employee,0.00583,True,False,False,False,False,1779,True,False,False,False
14,address,0.00535,True,False,False,False,False,1639,True,False,False,False
14,signature,0.005174,True,False,False,False,False,1253,True,False,False,False
14,city,0.004678,True,False,False,False,False,1974,True,False,False,False
14,yes,0.004572,True,False,False,False,False,1049,True,False,False,False
14,designation,0.003903,True,False,False,False,False,679,True,False,False,False
14,effective,0.003871,True,False,False,False,False,1198,True,False,False,False
14,employment,0.003742,True,False,False,False,False,1308,True,False,False,False
14,field,0.003742,True,False,False,False,False,1903,True,False,False,False
14,previous,0.003497,True,False,False,False,False,1642,True,False,False,False
14,career,0.00331,True,False,False,False,False,591,True,False,False,False
14,branch,0.003291,True,False,False,False,False,1440,True,False,False,False
14,country,0.003102,True,False,False,False,False,1872,True,False,False,False
14,location,0.003031,True,False,False,False,False,1158,True,False,False,False
