topic_id,doc_index,file_id,topic_weight,text_preview
7,2108,104-10332-10022_chunk_003,0.99954,assassination absent certification highest level cia sought board board considers deposition senior agency official absolutely necessary accordingly pursuant authority jfk board request cia make deput
7,2076,104-10331-10152,0.999332,april deputy executive director via director management lee s. strickland chief group/oim pending arrb jfk board issue aiuo per request april bi-weekly meeting summarized significant issue deliberatio
7,2075,104-10331-10149,0.999213,april lee strickland chief irg/oim j. barry harrelson jfk project officer pending arrb issue exdir info brief covert action within ford presidential library referred material raise concern helm mfr pi
7,2066,104-10331-10076,0.99902,june via reference director central intelligence deputy director central intelligence executive director general counsel brian latell director center study intelligence jfk board action cia letter dci
8,856,104-10176-10075_chunk_004,0.999763,history employment listing last position first include government employment inclusive from-to employer adoress work s. salary earnings reason leaving per inclusive from-to employer address work s. sa
8,530,104-10162-10120,0.994149,blank 'rou czassified soman let santiago alvazez perneniez aliasės variant spelling ctc etc response green list request request request jan name officer kargaret moes birth birth plice citizenship exv
8,558,104-10163-10140_chunk_001,0.990901,routing sheet prior fluing fill peci beck deach back flap forward rid destoy bont cover sheet unless significant ection lakh commenta requiring preservation rom te action branch lenoland uile shown pr
8,1703,104-10229-10000_chunk_001,0.971796,dq material doct charged return ip/archives rm indicated forward another individual please call extension remove form previous edition incip ristia iei cithoshan return form previous edition exoa imme
8,3979,194-10012-10408,0.965912,john f. kennedy assassination collection usc note case form agency agency inscom/csf series dod-affiliated personnel incident investigation agency file usa restricted title agent report slovoda vladim
9,1891,104-10301-10004_chunk_009,0.970903,note jan s. bell havana jan hava havana director jan dir chief j. hawkins jan sub policy decision required conduct strike operation government cuba r. d. drain jan sic sub meeting a/ddp/a s. dci c. tr
9,342,104-10111-10104,0.962478,release president john f. kennedy assassination addicott kenneth e. northrop conston akins richard t. q'brien john t. albertsen cecil v. piburn edwin a. brig gen aurine horace preston howard j. armswo
9,287,104-10105-10290 (C06932214),0.960405,form agency agency cia series jfk agency file chief cover commercial staff acting general counsel agency cia title e. howard hunt alias birth ceritificate tourist card jfk assassination paper classifi
9,3440,157-10014-10227_chunk_004,0.943817,source conein attendance staff hearing ssci june colby pp file r. dawson june persons/entities confin critic jgs headquarters occurrence nov category top secret ig report make statement fact conein jg
9,3353,157-10011-10007,0.939272,form agency agency sscia series agency file sscia title index card operation mongoose castro paper textual classification restriction referred last opening criterion comment box book index card june/j
10,1869,104-10291-10022_chunk_005,0.999891,stamen keep going long time wide range show originality accepts responsibility admits error responds well supervision even disposition able job without strong support category served apply applies lim
10,1212,104-10194-10019_chunk_003,0.99989,leave jredict vouchered fund -hat due u travel wor form nov execu ive yes signature authenticating officer name jacques g. richardson promotion confidential fund personnel action septembar effective o
10,1213,104-10194-10019_chunk_004,0.999889,time filled fitness report employee serial name lost refiardson general firal middle jan sex grade official position title ops officer check appointment diver assignment current check report paris car
10,1187,104-10194-10001_chunk_003,0.999889,performance state suggestion improvement work performance give recommendation training comment foreign language competence required current position amplify explain rating given provide bost basis det
10,1202,104-10194-10014_chunk_004,0.999889,rating period insert rating letter best describes manner employee performs specific duty consider offectiveness performance duty employee supervisory responsibility rated ability supervise indicate em
11,3591,180-10060-10463_chunk_001,0.999891,assassination board final determination notification agency series hsca staff payroll agency file december status postponed part release previously postponed reason board action board decision premise
11,3592,180-10060-10463_chunk_002,0.999819,form name last first middle larson billie gay ☑miss mrs. address street city state zip code birth month day year home state utah height foot inch sixth st. se apt washington d. c. home phone including
11,3601,180-10060-10475,0.999805,assassination board final determination notification agency hsca series agency file staff payroll december status postponed part release previously postponed reason board action board decision premise
11,3628,180-10068-10310,0.999764,assassination board final determination notification agency hsca series staff payroll agency file december status postponed part release previously postponed reason board action board decision premise
11,3646,180-10068-10334,0.999737,assassination board final determination notification agency hsca series staff payroll agency file december status postponed part release previously postponed reason board action board decision premise
12,600,104-10164-10112_chunk_005,0.999882,u. s. government sort support presidential aspiration anyone listen simply mean u. s. take entire operation move behind regiment marine state department haiti desk long considered highly undesirable l
12,1000,104-10182-10003_chunk_004,0.999867,documentation lackleh wirogue officially ask german recognition forward request washington lacklen clear germany make commitment nothing matter make another move case hear washington wirogue clearly u
12,3537,177-10002-10103,0.999582,form agency agency lbj series nsf intelligence briefing box agency file cia title president intelligence checklist classification restriction last opening criterion intelligence report paper textual m
12,3489,176-10036-10098,0.998809,form agency nara series national security file agency file cia title central intelligence agency report classification restriction last opening criterion comment national security file box vietnam box
12,3475,176-10036-10051,0.998537,form agency nara series national security file agency file cia title central intelligence agency report classification restriction last opening criterion comment national security file box cuban exile
13,898,104-10178-10001_chunk_005,0.999559,montreal serrano known associated rolando lucas gonzalez nunez eugenio le al pozo although latter two dislike serrano bndd speculum te phone call serrang montreal caracas indicated marcotics deal gonz
13,1058,104-10183-10366_chunk_003,0.999014,clandestine commo point fer madrid supply accommodation address ops phone appropriate op develops successfully expect accepts pitch ask get return probably chance resettlement wocork believe commitmen
13,1731,104-10234-10115,0.998539,destroy message return granich file xxxxxxxxxxxxxxxxxxxxxxx totsi routing mop marvin francis ack incfx march tile mile rome bonn info paris germany frankfurt dern geneva director rome bonn veyrotized 
13,912,104-10178-10120,0.997369,bouting mutials seen message poam richard ober exit april secretariat dissemination per dele compi total come destroy return branch pre index file ci file impo rid file c/eur c/wh cife cine sdo dessif
13,2196,104-10433-10081,0.99719,richard ober origi bouting initiali sein message pea total copil index destrot return branch pro mad ext april bicretariat dissemination conft yeur c/wh cife cine book rid copt dex file ci file dce d/
14,2838,124-10273-10289_redacted_chunk_060,0.999895,issue black panther regularly contain quotation writing chairman mao tse-tung people republic china feature mao statement political power grows barrel gun national headquarters bpp located shattuck av
14,2820,124-10273-10289_redacted_chunk_042,0.999892,known american nazi party chicago illinois source november meeting held chicago illinois purpose organizing chicago unit american nazi party anp maintains headquarters arlington virginia george lincol
14,2821,124-10273-10289_redacted_chunk_043,0.992083,agency follows indicated willie calvin raymond hewit clarence terry travel bpp leader calvin assigned hewitt companion known t.c security guard came buy u.s. saving bond regularly payroll saving rma d
14,2847,124-10273-10289_redacted_chunk_069,0.949249,year conviction manslaughter connection killing oakland police officer official newspaper black panther describes black community news service state bpp advocate gun guerrilla tactic revolutionary pro
14,2850,124-10273-10289_redacted_chunk_072,0.939944,marxist-leninist line thought advocate revolution meeting broke hampton rejoined bodyguard bpp member peoria illinois left ballroom approximately person attendance per cent negro incident arrest time 
15,3999,198-10004-10076_chunk_002,0.999907,standpoint international politics u. s. probably subjected criticism aggression uncommitted nation difficult predict reaction latin american government attack u. s. intervening react favorably missile
15,2797,124-10273-10289_redacted_chunk_019,0.99424,intelligence responsibility recommendation evaluation submitted december recommended program continued present form wes doeld attachment technical surveillance maintained specific request specific app
15,3998,198-10004-10076_chunk_001,0.989045,form agency agency army series califano paper agency file army joseph a. califano jr. title classification restriction last opening criterion comment examination principal source policy contingency pl
15,4042,206-10001-10012_chunk_002,0.980816,reported comor order aware full nature capability requirement indicate need addition committee requested briefing joint reconnaissance center full range flash light photography low- high-altitude full
15,1933,104-10307-10024,0.975262,top secret sensitive november note discussed november dd/p dci approved generally principle dci fully concurred director central intelligence deputy director plan operational plan continuing operation
16,2389,124-10186-10045_multirif_chunk_003,0.999894,advise called october individual identifying mike epstein representing ssc epstein requested wick come washington d. c. two three hour interview matter relating employment epstein describe matter inte
16,2393,124-10186-10048_multirif_chunk_003,0.999894,advise called october individual identifying mike epstein representing ssc epstein requested wick come washington d. c. two three hour interview matter relating employment epstein describe matter inte
16,2397,124-10186-10049_multirif_chunk_003,0.999894,advise called october individual identifying mike epstein representing ssc epstein requested wick come washington d. c. two three hour interview matter relating employment epstein describe matter inte
16,2401,124-10186-10051_multirif_chunk_003,0.999894,advise called october individual identifying mike epstein representing ssc epstein requested wick come washington d. c. two three hour interview matter relating employment epstein describe matter inte
16,2405,124-10186-10054_multirif_chunk_003,0.999894,advise called october individual identifying mike epstein representing ssc epstein requested wick come washington d. c. two three hour interview matter relating employment epstein describe matter inte
17,2810,124-10273-10289_redacted_chunk_032,0.999895,people medical clinic satisfy medical need community understand capital ists america-will never provide adequate medical service black panther party moved establish another com- technical assistance s
17,2814,124-10273-10289_redacted_chunk_036,0.999893,kathleen cleaver since murder black panther treasurer bobby hutton jailing innumerable panther including eldridge cleaver course leader huey newton support membership panther party increased geometric
17,2827,124-10273-10289_redacted_chunk_049,0.986533,eventually replace capitalist system objective law independent man however much reactionary try hold back wheel history sooner later revolution take place inevitably triumph mao tse-tung marxism consi
17,117,104-10071-10102,0.876617,info info dispatch chief womuse chief european chief oslo action required reference ntp transmittal clipping processing action marked indexing indexing required qualified desk judge indexing microfilm
17,2302,124-10179-10221_chunk_008,0.871375,making small target sible standing position defense making small et pursuit offense ld learn become comfortable position never know ation might dictate double action photo kneeling position prone posi
18,2258,104-10534-10173_chunk_001,0.999891,annex statement soviet official nosenko part summary entitled conclusion comment case yuriy ivanovich nosenko dated october aforementioned summary forwarded march certain portion annex study deleted s
18,495,104-10150-10004_chunk_004,0.99989,summary relates nosenko gryaznov went east berlin early obtain two german woman used resident american house current interview matter covered nosenko according nosenko gryaznov arranged two woman agen
18,494,104-10150-10004_chunk_003,0.999889,khayter socce s. diportment captain trakk kowker navy intelligence colonial burchenko commissar working department ifficers kabalines efimov working department officer intelligens lieutenant-colonel s
18,506,104-10150-10136_chunk_009,0.999889,took control relation- although ob ship jones jones jones subsequent trip soviet union unsuccessfully sought obtain incriminating photograph seventh department january comment interviewed fbi june jon
18,1262,104-10210-10009_chunk_004,0.999888,kyr cena jactually ey actually code clerk noted trained substitute storsberg circumstance considered quite logical kgb assume time xeysers eventual replacement cestors serg previous summary prior depa
19,3730,180-10110-10484_chunk_005,0.999893,manell interview p. blind entitled delay sending first oswald classified hsca staff summary cia file goodpasture note p. goodpasture testimony pp hsca deposition b. manell p. hsca deposition cia compo
19,3173,144-10001-10125,0.999671,doc top secret umbrate agency nsa form agency series agency file nsa lowman david sa/sdsofd title sscsgo-assassination oswald lee proposed russian trip textual classification restriction last opening 
19,3734,180-10110-10484_chunk_009,0.99902,cuban embassy employee reaction assassination committee wished question alberue silvia duran knowledge lee harvey oswald liring cuban citizen carlos jurado delmar source cia reported silvia duran told
19,3176,144-10001-10138,0.998881,shoret spoke form agency agency nsa series agency file nsa yeates eugene f. title action taken nsa locate related assassinatio sigint nsa oswald lee proposed russian trip oswald lee trip mexico cuba c
19,3204,144-10001-10212,0.998861,doc ref id agency nsa form agency series agency file nsa dirnsa-lowman congressional dasd intel title ssc query warren commission response quanbeck letter classification restriction last opening crite
20,2459,124-10190-10075_chunk_040,0.999895,regarding arrest publicity regarding fbi fugitive extreme care taken avoid statement brand fugitive guilty crime convicted arrest data identify photograph connection past arrest imprisonment appear ph
20,2426,124-10190-10075_chunk_007,0.999895,technical reference statute express personal opinion reveal identity confidential informant bureau expression like bureau prepare interesting case write-ups juvenile sex offender parole violator submi
20,2454,124-10190-10075_chunk_035,0.999894,detect failure receive latest manual revision table content part cop part ii la enclosure truly john edgar hoover director part ii publication press public contact fbi law enforcement bulletin publica
20,2428,124-10190-10075_chunk_009,0.999894,violator interstate transportation stolen property unlawful flight avoid prosecution unlawful flight avoid confinement unlawful flight avoid giving testimony bureau still promptly bank robbery interst
20,2424,124-10190-10075_chunk_005,0.999893,release file exists connection service award bureau personnel sac provide news medium photograph brief biographical sketch employee employee submit personal interview newsman connection award circumst
