topic_id,word,weight,in_dictionary,in_cold_war_vocab,too_short,non_alpha,flagged_as_noise
9,mar,0.00219,True,False,False,False,False
9,project,0.002173,True,False,False,False,False
10,performance,0.014345,True,False,False,False,False
10,rating,0.012204,True,False,False,False,False
10,duty,0.011336,True,False,False,False,False
10,employee,0.010776,True,False,False,False,False
10,specific,0.007455,True,False,False,False,False
10,project,0.006887,True,False,False,False,False
10,period,0.006076,True,False,False,False,False
10,operational,0.005656,True,False,False,False,False
10,letter,0.00535,True,False,False,False,False
10,training,0.005261,True,False,False,False,False
10,current,0.005102,True,False,False,False,False
10,personnel,0.005042,True,False,False,False,False
10,supervisor,0.004936,True,False,False,False,False
10,responsibility,0.004052,True,False,False,False,False
10,assignment,0.00405,True,False,False,False,False
10,cover,0.003747,True,False,False,False,False
10,job,0.003579,True,False,False,False,False
10,manner,0.003291,True,False,False,False,False
10,evaluation,0.003248,True,False,False,False,False
10,field,0.003241,True,False,False,False,False
11,committee,0.018528,True,False,False,False,False
11,employee,0.015714,True,False,False,False,False
11,house,0.01009,True,False,False,False,False
11,salary,0.009905,True,False,False,False,False
11,address,0.007374,True,False,False,False,False
11,appointment,0.006747,True,False,False,False,False
11,item,0.006303,True,False,False,False,False
11,complete,0.006055,True,False,False,False,False
11,city,0.005568,True,False,False,False,False
11,duty,0.00528,True,False,False,False,False
11,yes,0.004885,True,False,False,False,False
11,payroll,0.004813,True,False,False,False,False
11,employment,0.004663,True,False,False,False,False
11,effective,0.004567,True,False,False,False,False
11,signature,0.004493,True,False,False,False,False
11,representative,0.004341,True,False,False,False,False
11,adjustment,0.004196,True,False,False,False,False
11,change,0.004167,True,False,False,False,False
11,month,0.004091,True,False,False,False,False
11,washington,0.004044,True,False,False,False,False
12,cuba,0.008042,True,True,False,False,False
12,cuban,0.006641,True,False,False,False,False
12,president,0.004439,True,False,False,False,False
12,castro,0.003908,False,True,False,False,False
12,communist,0.003366,True,True,False,False,False
12,de,0.003257,True,False,True,False,True
12,national,0.003039,True,False,False,False,False
12,plan,0.002849,True,False,False,False,False
12,american,0.002819,True,False,False,False,False
12,political,0.002801,True,False,False,False,False
12,country,0.002752,True,False,False,False,False
12,charles,0.002634,True,False,False,False,False
12,support,0.002631,True,False,False,False,False
12,latin,0.002494,True,False,False,False,False
12,leader,0.002424,True,False,False,False,False
12,exile,0.002355,True,False,False,False,False
12,u.s.,0.002197,False,False,False,True,True
12,military,0.002195,True,False,False,False,False
12,party,0.002184,True,True,False,False,False
12,force,0.002166,True,False,False,False,False
13,info,0.012161,False,False,False,False,True
13,ref,0.008922,True,False,False,False,False
13,cite,0.007442,True,False,False,False,False
13,city,0.007374,True,False,False,False,False
13,reproduction,0.006986,True,False,False,False,False
13,message,0.006917,True,False,False,False,False
13,prohibited,0.006097,False,False,False,False,True
13,mexico,0.005741,False,True,False,False,False
13,per,0.005446,True,False,False,False,False
13,unit,0.005161,True,False,False,False,False
13,rid,0.004899,True,False,False,False,False
13,total,0.004763,True,False,False,False,False
13,issuing,0.004561,True,False,False,False,False
13,dispatch,0.003673,True,False,False,False,False
13,advance,0.00361,True,False,False,False,False
13,routing,0.003593,True,False,False,False,False
13,c,0.003356,True,False,True,False,True
13,caracas,0.003337,False,False,False,False,True
13,dir,0.003265,False,False,False,False,True
13,branch,0.003199,True,False,False,False,False
14,bpp,0.022196,False,False,False,False,True
14,chicago,0.019373,False,False,False,False,True
14,black,0.013988,True,False,False,False,False
14,illinois,0.013954,True,False,False,False,False
14,panther,0.010123,True,False,False,False,False
14,hampton,0.006112,False,False,False,False,True
14,party,0.006105,True,True,False,False,False
14,ray,0.005914,True,False,False,False,False
14,percent,0.005406,True,False,False,False,False
14,fbi,0.005381,False,True,False,False,False
14,federal,0.005116,True,False,False,False,False
14,bureau,0.004985,True,False,False,False,False
14,police,0.00414,True,False,False,False,False
14,investigation,0.00404,True,False,False,False,False
14,march,0.004031,True,False,False,False,False
14,internal,0.003703,True,False,False,False,False
14,west,0.00348,True,False,False,False,False
14,people,0.003385,True,False,False,False,False
14,headquarters,0.003382,True,False,False,False,False
14,chapter,0.003284,True,False,False,False,False
15,cuba,0.007836,True,True,False,False,False
15,program,0.007592,True,False,False,False,False
15,department,0.007228,True,False,False,False,False
15,country,0.007,True,False,False,False,False
15,soviet,0.005008,True,True,False,False,False
15,cuban,0.004586,True,False,False,False,False
15,coverage,0.004543,True,False,False,False,False
15,military,0.004494,True,False,False,False,False
15,s.,0.004104,False,False,True,True,True
15,u.,0.004034,False,False,True,True,True
15,national,0.0037,True,False,False,False,False
15,investigation,0.003292,True,False,False,False,False
15,board,0.003287,True,False,False,False,False
15,u.s.,0.003229,False,False,False,True,True
15,effort,0.003223,True,False,False,False,False
15,force,0.00321,True,False,False,False,False
15,president,0.003118,True,False,False,False,False
15,establishment,0.002992,True,False,False,False,False
15,policy,0.002861,True,False,False,False,False
15,american,0.002837,True,False,False,False,False
16,committee,0.020899,True,False,False,False,False
16,fbi,0.018323,False,True,False,False,False
16,select,0.008839,True,False,False,False,False
16,bureau,0.008582,True,False,False,False,False
16,investigation,0.008385,True,False,False,False,False
16,attorney,0.007642,True,False,False,False,False
16,ssc,0.007092,False,False,False,False,True
16,senate,0.006851,True,False,False,False,False
16,material,0.005802,True,False,False,False,False
16,counsel,0.005236,True,False,False,False,False
16,interview,0.005203,True,False,False,False,False
16,w.,0.004681,False,False,True,True,True
16,ad,0.004679,True,False,True,False,True
16,department,0.004646,True,False,False,False,False
16,j.,0.004516,False,False,True,True,True
16,letter,0.004492,True,False,False,False,False
16,dep,0.00415,False,False,False,False,True
16,legal,0.003944,True,False,False,False,False
16,dated,0.003804,False,False,False,False,True
16,house,0.003707,True,False,False,False,False
17,black,0.022655,True,False,False,False,False
17,people,0.021508,True,False,False,False,False
17,party,0.017419,True,True,False,False,False
17,panther,0.013966,True,False,False,False,False
17,revolutionary,0.005952,True,False,False,False,False
17,community,0.005667,True,False,False,False,False
17,police,0.005107,True,False,False,False,False
17,program,0.004553,True,False,False,False,False
17,pig,0.004518,True,False,False,False,False
17,free,0.004424,True,False,False,False,False
17,detroit,0.004176,False,False,False,False,True
17,power,0.004067,True,False,False,False,False
17,national,0.00342,True,False,False,False,False
17,white,0.003316,True,False,False,False,False
17,bpp,0.003245,False,False,False,False,True
17,newton,0.003052,True,False,False,False,False
17,n't,0.002992,False,False,False,True,True
17,political,0.002965,True,False,False,False,False
17,revolution,0.002919,True,False,False,False,False
17,right,0.002827,True,False,False,False,False
18,nosenko,0.033875,False,False,False,False,True
18,kgb,0.019704,False,True,False,False,False
18,soviet,0.011162,True,True,False,False,False
18,department,0.009889,True,False,False,False,False
18,american,0.009161,True,False,False,False,False
18,moscow,0.008668,True,False,False,False,False
18,embassy,0.005906,True,True,False,False,False
18,fbi,0.003741,False,True,False,False,False
18,deputy,0.003468,True,False,False,False,False
18,riha,0.003362,False,False,False,False,True
18,directorate,0.003191,True,False,False,False,False
18,committee,0.003142,True,False,False,False,False
18,ussr,0.00299,False,False,False,False,True
18,january,0.002869,True,False,False,False,False
18,tourist,0.002855,True,False,False,False,False
18,second,0.002802,True,False,False,False,False
18,statement,0.002691,True,False,False,False,False
18,bureau,0.002674,True,False,False,False,False
18,seventh,0.002586,True,False,False,False,False
18,letter,0.002582,True,False,False,False,False
19,assassination,0.010534,True,False,False,False,False
19,oswald,0.00797,True,True,False,False,False
19,classification,0.006943,True,False,False,False,False
19,kennedy,0.006587,False,False,False,False,True
19,cuban,0.005751,True,False,False,False,False
19,king,0.005726,True,False,False,False,False
19,dated,0.00557,False,False,False,False,True
19,dr.,0.005336,False,False,False,True,True
19,jfk,0.005156,False,False,False,False,True
19,president,0.005017,True,False,False,False,False
19,mexico,0.004993,False,True,False,False,False
19,nsa,0.004993,False,True,False,False,False
19,classified,0.004867,True,False,False,False,False
19,november,0.00447,True,False,False,False,False
19,item,0.004423,True,False,False,False,False
19,committee,0.004311,True,False,False,False,False
19,embassy,0.004199,True,True,False,False,False
19,p.,0.004172,False,False,True,True,True
19,fbi,0.004165,False,True,False,False,False
19,city,0.003931,True,False,False,False,False
20,informant,0.026962,True,False,False,False,False
20,bureau,0.023892,True,False,False,False,False
20,index,0.01222,True,False,False,False,False
20,investigation,0.011475,True,False,False,False,False
20,organization,0.009015,True,False,False,False,False
20,card,0.007898,True,False,False,False,False
20,field,0.006945,True,False,False,False,False
20,letter,0.006669,True,False,False,False,False
20,statement,0.005077,True,False,False,False,False
20,sac,0.00473,True,False,False,False,False
20,subversive,0.004688,True,False,False,False,False
20,data,0.004422,True,False,False,False,False
20,authority,0.004342,True,False,False,False,False
20,communist,0.004261,True,True,False,False,False
20,potential,0.004232,True,False,False,False,False
20,confidential,0.004131,True,False,False,False,False
20,set,0.004122,True,False,False,False,False
20,furnished,0.00404,True,False,False,False,False
20,shall,0.003677,True,False,False,False,False
20,necessary,0.003567,True,False,False,False,False
